爱不爱	aba
日昃旰食	rzgs
认祖归宗	rzgz
人之恒情	rzhq
如锥画沙	rzhs
人赃俱获	rzjh
人足家给	rzjj
仁者见仁	rzjr
人之将死	rzjs
日中将昃	rzjz
孺子可教	rzkj
人中龙虎	rzlh
仁者乐山	rzls
如振落叶	rzly
如之奈何	rznh
仁者能仁	rznr
柔枝嫩条	rznt
柔枝嫩叶	rzny
肉绽皮开	rzpk
人中骐骥	rzqj
日转千街	rzqj
日转千阶	rzqj
如醉如痴	rzrc
绕指柔肠	rzrc
如醉如狂	rzrk
如醉如梦	rzrm
如足如手	rzrs
让再让三	rzrs
如脂如韦	rzrw
容斋四笔	rzsb
人之水镜	rzsj
日长岁久	rzsj
日长神倦	rzsj
人众胜天	rzst
人中狮子	rzsz
润之土精	rztj
让枣推梨	rztl
人自为斗	rzwd
认贼为父	rzwf
瑞卒勿攻	rzwg
日中为市	rzws
日昃忘食	rzws
人自为战	rzwz
人自为政	rzwz
认贼为子	rzwz
若争小可	rzxk
热蒸现卖	rzxm
染指于鼎	rzyd
仁至义尽	rzyj
日征月迈	rzym
日增月盛	rzys
人之云亡	rzyw
如坐云雾	rzyw
日增月益	rzyy
日滋月益	rzyy
日至月至	rzyz
荣宗耀祖	rzyz
任真自得	rzzd
容足之地	rzzd
认贼作父	rzzf
惹灾招祸	rzzh
人中之龙	rzzl
日仄之劳	rzzl
日昃之离	rzzl
惹罪招愆	rzzq
忍者装束	rzzs
任重致远	rzzy
日中则移	rzzy
如坐针毡	rzzz
如指诸掌	rzzz
日中则昃	rzzz
日坐针毡	rzzz
认贼作子	rzzz
食案方丈	safz
舍安就危	sajw
深奥莫测	samc
神安气集	saqj
瑟安竖井	sasj
少安毋躁	sawz
神安则寐	sazm
死标白缠	sbbc
岁比不登	sbbd
势不并立	sbbl
事败垂成	sbcc
实逼处此	sbcc
食不充肠	sbcc
山崩川竭	sbcj
舌敝唇焦	sbcj
食不充饥	sbcj
食不充口	sbck
松柏长青	sbcq
涉笔成趣	sbcq
食不重肉	sbcr
耸膊成山	sbcs
思不出位	sbcw
食不重味	sbcw
识变从宜	sbcy
三榜定案	sbda
山崩地坼	sbdc
赏不当功	sbdg
说白道黑	sbdh
山崩地裂	sbdl
说白道绿	sbdl
山崩地塌	sbdt
山崩地陷	sbdx
十不当一	sbdy
十不得一	sbdy
市不二价	sbej
舌敝耳聋	sbel
食不二味	sbew
十步芳草	sbfc
生不逢辰	sbfc
上兵伐谋	sbfm
生不逢时	sbfs
神不附体	sbft
食必方丈	sbfz
事倍功半	sbgb
事半功倍	sbgb
事半功百	sbgb
食不果腹	sbgf
死不改悔	sbgh
事不关己	sbgj
深闭固拒	sbgj
深闭固距	sbgj
深壁固垒	sbgl
事必躬亲	sbgq
事不过三	sbgs
少不更事	sbgs
神不归舍	sbgs
食不甘味	sbgw
善罢甘休	sbgx
蛇杯弓影	sbgy
松柏后凋	sbhd
色饱和度	sbhd
死不悔改	sbhg
山包海汇	sbhh
食不餬口	sbhk
山奔海立	sbhl
松柏寒盟	sbhm
山包海容	sbhr
食不遑味	sbhw
山崩海啸	sbhx
束贝含犀	sbhx
鼠臂虮肝	sbjg
三拜九叩	sbjk
舍本即末	sbjm
塞北交南	sbjn
塞北江南	sbjn
疏不间亲	sbjq
食不兼肉	sbjr
史不绝书	sbjs
少不经事	sbjs
驷不及舌	sbjs
十病九痛	sbjt
食不兼味	sbjw
书不尽意	sbjy
书不尽言	sbjy
深不可测	sbkc
势不可当	sbkd
势不可挡	sbkd
势不可遏	sbke
俗不可耐	sbkn
孰不可忍	sbkr
时不可失	sbks
俗不可医	sbky
势不两存	sblc
三班六房	sblf
数白论黄	sblh
生不论魂	sblh
三步两脚	sblj
势不两立	sbll
舍本理末	sblm
神兵利器	sblq
盛必虑衰	sbls
食不累味	sblw
食辨劳薪	sblx
三般两样	sbly
三杯两盏	sblz
三波六折	sblz
树碑立传	sblz
身败名隳	sbmh
身败名裂	sbml
折本买卖	sbmm
束兵秣马	sbmm
死不瞑目	sbmm
士饱马腾	sbmt
食不念饱	sbnb
三不拗六	sbnl
四不拗六	sbnl
寿比南山	sbns
食不求饱	sbqb
食不求甘	sbqg
舍本求末	sbqm
死不认尸	sbrs
事不师古	sbsg
山崩水竭	sbsj
手不释卷	sbsj
善必寿老	sbsl
死别生离	sbsl
舍本事末	sbsm
水碧山青	sbsq
士别三日	sbsr
书不释手	sbss
手不释书	sbss
数不胜数	sbss
神不守舍	sbss
三病四痛	sbst
使臂使指	sbsz
手不释郑	sbsz
死败涂地	sbtd
手不停挥	sbth
手不停毫	sbth
身不同己	sbtj
送抱推襟	sbtj
时不我待	sbwd
十变五化	sbwh
三百瓮齑	sbwj
山崩瓦解	sbwj
舍本务末	sbwm
舍本问末	sbwm
赦不妄下	sbwx
时不我与	sbwy
食不暇饱	sbxb
十步香草	sbxc
十步香车	sbxc
矢不虚发	sbxf
搠笔巡街	sbxj
石坝小径	sbxj
实不相瞒	sbxm
素不相能	sbxn
势不相容	sbxr
素不相识	sbxs
食不下咽	sbxy
死不旋踵	sbxz
示贬于褒	sbyb
事不宜迟	sbyc
善败由己	sbyj
赏不遗贱	sbyj
身不由己	sbyj
食不厌精	sbyj
宿弊一清	sbyq
授柄于人	sbyr
赏不逾日	sbyr
食不异肉	sbyr
生不遇时	sbys
赏不逾时	sbys
身不遇时	sbys
生搬硬套	sbyt
手不应心	sbyx
事不有余	sbyy
散兵游勇	sbyy
寿不压职	sbyz
散兵游卒	sbyz
身不由主	sbyz
随波逐尘	sbzc
损兵折将	sbzj
失不再来	sbzl
时不再来	sbzl
随波逐流	sbzl
随波逐浪	sbzl
损本逐末	sbzm
松柏之茂	sbzm
舍本逐末	sbzm
山壁之拳	sbzq
松柏之寿	sbzs
上不着天	sbzt
神不主体	sbzt
食不知味	sbzw
死不足惜	sbzx
山崩钟应	sbzy
松柏之志	sbzz
恃才傲物	scaw
四冲八达	scbd
石赤不夺	scbd
水菜不交	scbj
山川表里	scbl
素车白马	scbm
生存本能	scbn
剩菜残羹	sccg
上蔡苍鹰	sccy
三曹对案	scda
说长道短	scdd
拾陈蹈故	scdg
深仇大恨	scdh
石沉大海	scdh
鼠窜蜂逝	scfs
神采飞扬	scfy
诗肠鼓吹	scgc
搜肠刮肚	scgd
鼠窜狗盗	scgd
神藏鬼伏	scgf
神愁鬼哭	scgk
神出鬼没	scgm
神差鬼遣	scgq
神出鬼入	scgr
神差鬼使	scgs
神出鬼行	scgx
粟陈贯朽	scgx
随车甘雨	scgy
说长话短	schd
神采焕发	schf
神采焕然	schr
身操井臼	scjj
三寸金莲	scjl
三寸鸡毛	scjm
生存技能	scjn
声称籍甚	scjs
三尺焦桐	scjt
十成九稳	scjw
少吃俭用	scjy
时绌举盈	scjy
时绌举赢	scjy
省吃俭用	scjy
三尺枯桐	sckt
虱处裈中	sckz
豕窜狼逋	sclb
鼠窜狼奔	sclb
三差两错	sclc
三长两短	scld
四冲六达	scld
说长论短	scld
三茶六饭	sclf
舌粲莲花	sclh
神驰力困	sclk
三茶六礼	scll
山川米聚	scmj
撒村骂街	scmj
三尺门里	scml
参辰卯酉	scmy
善财难舍	scns
宋才潘面	scpm
收成弃败	scqb
三尺青锋	scqf
思潮起伏	scqf
势成骑虎	scqh
三尺秋霜	scqs
三尺青蛇	scqs
胜残去杀	scqs
随才器使	scqs
生齿日繁	scrf
三寸弱管	scrg
三寸弱翰	scrh
受宠若惊	scrj
视财如命	scrm
搜肠润吻	scrw
少成若性	scrx
深藏若虚	scrx
参辰日月	scry
三从四德	scsd
三长四短	scsd
说长说短	scsd
松弛算法	scsf
撒痴撒娇	scsj
山长水阔	scsk
伤财受累	scsl
深刺腧髓	scss
适材适所	scss
素餐尸位	scsw
山程水驿	scsy
山长水远	scsy
石城汤池	sctc
视差梯度	sctd
三尺童儿	scte
三尺童蒙	sctm
鼠窜逃生	scts
扫除天下	sctx
三差五错	scwc
少吃无穿	scwc
赏赐无度	scwd
师出无名	scwm
事出无奈	scwn
三朝五日	scwr
束椽为柱	scwz
绳床瓦灶	scwz
上传下达	scxd
上谄下渎	scxd
声彻霄汉	scxh
上谄下骄	scxj
丝绸香囊	scxn
三春献瑞	scxr
似曾相识	scxs
上慈下孝	scxx
深仇宿怨	scxy
神超形越	scxy
随车夏雨	scxy
山川修阻	scxz
神采英拔	scyb
生财有道	scyd
扇翅欲飞	scyf
三朝元老	scyl
师出有名	scym
神采奕然	scyr
宿草已生	scys
声彻云霄	scyx
事出有因	scyy
神采奕奕	scyy
输财助边	sczb
生财之道	sczd
三尺之孤	sczg
侍从之弓	sczg
上蔡逐猎	sczl
三尺之木	sczm
三寸之舌	sczs
三寸之辖	sczx
山川震眩	sczx
识才尊贤	sczx
收残缀轶	sczy
深仇重怨	sczy
疏财仗义	sczy
疏财重义	sczy
随车致雨	sczy
守道安贫	sdap
手到病除	sdbc
叔度陂湖	sdbh
缩地补天	sdbt
色胆包天	sdbt
虱多不痒	sdby
事多必杂	sdbz
撒豆成兵	sdcb
树多成林	sdcl
扫地出门	sdcm
三斗朝天	sdct
舍短从长	sdcz
说短道长	sddc
少达多穷	sddq
说东道西	sddx
善刀而藏	sdec
扫地而尽	sdej
三冬二夏	sdex
似懂非懂	sdfd
生栋覆屋	sdfw
扫地焚香	sdfx
树倒根摧	sdgc
颂德歌功	sdgg
鼠盗狗窃	sdgq
树大根深	sdgs
水调歌头	sdgt
失道寡助	sdgz
手到回春	sdhc
散带衡门	sdhm
尚德缓刑	sdhx
三等九般	sdjb
鼠肚鸡肠	sdjc
束带结发	sdjf
三等九格	sdjg
收刀检卦	sdjg
食箪浆壶	sdjh
扫地俱尽	sdjj
扫地皆尽	sdjj
四大皆空	sdjk
声东击西	sdjx
扫地尽矣	sdjy
熟读可记	sdkj
身单力薄	sdlb
声动梁尘	sdlc
数短论长	sdlc
说短论长	sdlc
丧胆落胆	sdld
舌底澜翻	sdlf
势单力孤	sdlg
三对六面	sdlm
十冬腊月	sdly
水底捞月	sdly
煽动烈焰	sdly
水底捞针	sdlz
舍短录长	sdlz
色胆迷天	sdmt
圣帝明王	sdmw
水底摸月	sdmy
水底纳瓜	sdng
手到拈来	sdnl
手到拿来	sdnl
水到渠成	sdqc
舍短取长	sdqc
适当其冲	sdqc
首当其冲	sdqc
神短气浮	sdqf
适得其反	sdqf
身当其境	sdqj
手到擒来	sdql
圣殿骑士	sdqs
死得其所	sdqs
舐犊情深	sdqs
适当其时	sdqs
属当戎行	sdrh
视丹如绿	sdrl
世道人情	sdrq
色胆如天	sdrt
世道人心	sdrx
深得人心	sdrx
水滴石穿	sdsc
丧胆失魂	sdsh
神道设教	sdsj
丧胆失魄	sdsp
熟读深思	sdss
身当矢石	sdss
随地随时	sdss
世代书香	sdsx
三岛十洲	sdsz
三点透视	sdts
说地谈天	sdtt
说东谈西	sdtx
所到之处	sdvi
硕大无比	sdwb
书读五车	sdwc
所当无敌	sdwd
丧胆亡魂	sdwh
硕大无朋	sdwp
三冬文史	sdws
匙大碗小	sdwx
少挡无系	sdwx
少裆无系	sdwx
扫地无余	sdwy
扫地无遗	sdwy
拾掇无遗	sdwy
数典忘祖	sdwz
树德务滋	sdwz
上当学乖	sdxg
丧胆销魂	sdxh
霜刀小径	sdxj
霜凋夏绿	sdxl
搔到痒处	sdyc
舌端月旦	sdyd
三叠阳关	sdyg
丧胆游魂	sdyh
思断义绝	sdyj
扫地以尽	sdyj
水到鱼行	sdyx
舍短用长	sdyz
衰当益壮	sdyz
舐犊之爱	sdza
僧多粥薄	sdzb
神到之笔	sdzb
树大招风	sdzf
杀敌致果	sdzg
拾带重还	sdzh
深冬之寒	sdzh
市道之交	sdzj
升斗之禄	sdzl
三刀之梦	sdzm
僧多粥少	sdzs
山巅之塔	sdzt
山斗之望	sdzw
三都作序	sdzx
师道尊严	sdzy
施而不费	sebf
食而不化	sebh
死而不僵	sebj
视而不见	sebj
疏而不漏	sebl
十恶不赦	sebs
死而不朽	sebx
述而不作	sebz
率尔操觚	secg
搔耳捶胸	secx
率尔成章	secz
塞耳盗钟	sedz
死而复生	sefs
死而复苏	sefs
丝恩发怨	sefy
死而后已	sehy
十二金钗	sejc
神而明之	semz
室迩人遐	serx
室迩人远	sery
室迩人遥	sery
深恶痛诋	setd
深恶痛恨	seth
塞耳偷铃	setl
十二万分	sewf
死而无悔	sewh
死而无憾	sewh
十恶五逆	sewn
死而无怨	sewy
三耳秀才	sexc
属耳垣墙	seyq
善恶昭彰	sezz
生而知之	sezz
守分安常	sfac
十分悲惨	sfbc
赏罚不当	sfbd
三复白圭	sfbg
伤风败化	sfbh
三父八母	sfbm
四方八面	sfbm
思妇病母	sfbm
赏罚不明	sfbm
伤风败俗	sfbs
赏罚不信	sfbx
上方不足	sfbz
所费不赀	sfbz
顺风扯帆	sfcf
剩馥残膏	sfcg
三夫成虎	sfch
顺风吹火	sfch
省烦从简	sfcj
芟繁从简	sfcj
煞费唇舌	sfcs
散发抽簪	sfcz
赏罚黜陟	sfcz
是非颠倒	sfdd
随风倒舵	sfdd
煽风点火	sfdh
三分鼎立	sfdl
是非得失	sfds
事非得已	sfdy
三分鼎足	sfdz
顺风而呼	sfeh
随风而靡	sfem
顺非而泽	sfez
束发封帛	sffb
四方辐辏	sffc
释缚焚榇	sffc
双斧伐枯	sffk
是非分明	sffm
赏罚分明	sffm
上风官司	sfgs
鼠腹鸡肠	sfjc
杀伐决断	sfjd
删繁就简	sfjj
饰非拒谏	sfjj
殊方绝域	sfjy
煞费经营	sfjy
随方就圆	sfjy
是非口舌	sfks
煞费苦心	sfkx
三番两次	sflc
三番两复	sflf
说风凉话	sflh
身废名裂	sfml
身非木石	sfms
色飞眉舞	sfmw
虽覆能复	sfnf
岁丰年稔	sfnr
适逢其会	sfqh
适逢其时	sfqs
三复其言	sfqy
神飞气扬	sfqy
是非曲直	sfqz
舌锋如火	sfrh
世风日下	sfrx
十夫桡椎	sfrz
十夫楺椎	sfrz
顺风驶船	sfsc
豕分蛇断	sfsd
顺风使舵	sfsd
三翻四复	sfsf
顺风使帆	sfsf
饰非遂过	sfsg
山肤水豢	sfsh
施法速率	sfsl
夙负盛名	sfsm
三风十愆	sfsq
双飞双宿	sfss
说风说水	sfss
神飞色舞	sfsw
三复斯言	sfsy
十发十中	sfsz
施绯拖绿	sftl
殊方同致	sftz
三番五次	sfwc
鼠腹蜗肠	sfwc
三坟五典	sfwd
遂非文过	sfwg
饰非文过	sfwg
四分五落	sfwl
四分五裂	sfwl
四纷五落	sfwl
四分五剖	sfwp
三风五气	sfwq
十风五雨	sfwy
生发未燥	sfwz
赏罚无章	sfwz
顺风行船	sfxc
煞费心机	sfxj
赏罚信明	sfxm
朔风野大	sfyd
饰非养过	sfyg
饰非掩过	sfyg
赏罚严明	sfym
食方于前	sfyq
实繁有徒	sfyt
实蕃有徒	sfyt
双凫一雁	sfyy
殊方异域	sfyy
杀父之仇	sfzc
三夫之对	sfzd
随风转舵	sfzd
顺风转舵	sfzd
顺风张帆	sfzf
丝发之功	sfzg
随风逐浪	sfzl
晒腹中书	sfzs
是非之心	sfzx
三夫之言	sfzy
随方逐圆	sfzy
四方之志	sfzz
山复整妆	sfzz
煞费周章	sfzz
神鬼不测	sgbc
食古不化	sgbh
深沟壁垒	sgbl
事故变迁	sgbq
三更半夜	sgby
深更半夜	sgby
神鬼不知	sgbz
索垢吹瘢	sgcb
鼠肝虫臂	sgcb
摄官承乏	sgcf
舌干唇焦	sgcj
三顾草庐	sgcl
笙歌彻夜	sgcy
善感多愁	sgdc
笙歌鼎沸	sgdf
身膏鼎镬	sgdh
双柑斗酒	sgdj
捎关打节	sgdj
说古道今	sgdj
上根大器	sgdq
上竿掇梯	sgdt
山公倒载	sgdz
善贾而沽	sgeg
升官发财	sgfc
商贾辐辏	sgfc
是古非今	sgfj
颂古非今	sgfj
损公肥私	sgfs
碎骨粉尸	sgfs
碎骨粉身	sgfs
水果芳香	sgfx
赏高罚下	sgfx
设官分职	sgfz
赏功罚罪	sgfz
深根固本	sggb
深根固蒂	sggd
神工鬼斧	sggf
深沟固垒	sggl
深沟高垒	sggl
神工鬼力	sggl
死骨更肉	sggr
鉥肝刿肾	sggs
扫锅刮灶	sggz
山高海深	sghs
死告活央	sghy
硕果仅存	sgjc
随高就低	sgjd
尸光胫甲	sgjj
束戈卷甲	sgjj
三跪九叩	sgjk
事过境迁	sgjq
时过境迁	sgjq
束广就狭	sgjx
势孤力薄	sglb
摅肝沥胆	sgld
瘦骨伶仃	sgld
双桂联芳	sglf
瘦骨嶙嶙	sgll
三姑六婆	sglp
双管猎枪	sglq
损公利私	sgls
瘦骨嶙峋	sglx
三宫六院	sgly
三瓜两枣	sglz
神鬼莫测	sgmc
山公酩酊	sgmd
时乖命蹇	sgmj
三顾茅庐	sgml
神工妙力	sgml
神鬼难测	sgnc
深根宁极	sgnj
屎滚尿流	sgnl
使乖弄巧	sgnq
输肝剖胆	sgpd
深根蟠结	sgpj
食甘寝安	sgqa
思归其雌	sgqc
铄古切今	sgqj
食甘寝宁	sgqn
事过情迁	sgqq
山公启事	sgqs
双管齐下	sgqx
三竿日出	sgrc
瘦骨如柴	sgrc
食古如鲠	sgrg
山狗肉排	sgrp
韶光荏苒	sgrr
三竿日上	sgrs
山高水长	sgsc
山高水低	sgsd
手高手低	sgsd
说高说低	sgsd
顺过饰非	sgsf
水蛊守护	sgsh
生关死劫	sgsj
韶光似箭	sgsj
瘦骨梭棱	sgsl
山光水色	sgss
水光山色	sgss
水蛊哨塔	sgst
山高水险	sgsx
山高水远	sgsy
搜根剔齿	sgtc
说古谈今	sgtj
神工天巧	sgtq
三更听雨	sgty
三告投杼	sgtz
三纲五常	sgwc
深谷为陵	sgwl
十光五色	sgws
升高望远	sgwy
索垢寻疵	sgxc
输肝写胆	sgxd
山谷小径	sgxj
上挂下联	sgxl
韶光虚掷	sgxz
水过鸭背	sgyb
时乖运舛	sgyc
饰垢掩疵	sgyc
手高眼低	sgyd
时乖运乖	sgyg
时乖运蹇	sgyj
神工意匠	sgyj
深耕易耨	sgyn
势高益危	sgyw
送故迎新	sgyx
时乖运拙	sgyz
赦过宥罪	sgyz
升高自卑	sgzb
笙歌匝地	sgzd
随高逐低	sgzd
树高招风	sgzf
饰怪装奇	sgzq
上古之书	sgzs
山谷之士	sgzs
升高自下	sgzx
时光之穴	sgzx
水光庄园	sgzy
烧桂煮玉	sgzy
耸壑昂霄	shax
水火不避	shbb
水火不辞	shbc
水火兵虫	shbc
山河百二	shbe
四海波静	shbj
四荒八极	shbj
山河表里	shbl
伤化败俗	shbs
水火不通	shbt
尸横遍野	shby
善化不足	shbz
豕虎传讹	shce
四海承风	shcf
山辉川媚	shcm
收回成命	shcm
三魂出窍	shcq
数黄道白	shdb
说黑道白	shdb
神魂颠倒	shdd
四海鼎沸	shdf
数黄道黑	shdh
说黄道黑	shdh
山河带砺	shdl
深核灯笼	shdl
失魂荡魄	shdp
涉海登山	shds
神魂荡扬	shdy
神魂荡飏	shdy
参回斗转	shdz
参横斗转	shdz
三好二怯	sheq
施号发令	shfl
死灰复燎	shfl
死灰复燃	shfr
神魂飞越	shfy
神哗鬼叫	shgj
神号鬼哭	shgk
死灰槁木	shgm
神号鬼泣	shgq
粟红贯朽	shgx
苏海韩潮	shhc
神魂恍惚	shhh
桑弧蒿矢	shhs
山呼海啸	shhx
山河襟带	shjd
散灰扃户	shjh
三槐九棘	shjj
删华就素	shjs
桑户棬枢	shjs
随行就市	shjs
三回九转	shjz
四海九州	shjz
数黑论白	shlb
三回两次	shlc
三好两歹	shld
三好两恶	shle
数黑论黄	shlh
身怀六甲	shlj
伤痕累累	shll
神魂撩乱	shll
丧魂落魄	shlp
失魂落魄	shlp
三好两歉	shlq
耸壑凌霄	shlx
生花妙笔	shmb
生活美满	shmm
熟化毛皮	shmp
手挥目送	shms
誓海盟山	shms
书画卯酉	shmy
时和年丰	shnf
伤化虐民	shnm
射虎南山	shns
神魂飘荡	shpd
四海飘零	shpl
山河破碎	shps
桑弧蓬矢	shps
桑户蓬枢	shps
神乎其技	shqj
三魂七魄	shqp
神乎其神	shqs
韶华如驶	shrs
扇惑人心	shrx
山环水抱	shsb
岁寒松柏	shsb
失魂丧胆	shsd
说好说歹	shsd
时和岁丰	shsf
神魂失据	shsj
山寒水冷	shsl
丧魂失魄	shsp
四海升平	shsp
失魂丧魄	shsp
时和岁稔	shsr
岁寒三友	shsy
桑弧矢志	shsz
散花天女	shtn
四海他人	shtr
三回五次	shwc
三皇五帝	shwd
三回五解	shwj
四海为家	shwj
水火无交	shwj
三环五扣	shwk
申祸无良	shwl
蛇化为龙	shwl
蛇虺魍魉	shwl
三户亡秦	shwq
水火无情	shwq
实获我心	shwx
三荒五月	shwy
三荤五厌	shwy
宋画吴冶	shwy
食藿悬鹑	shxc
社会贤达	shxd
说好嫌歹	shxd
韶华虚度	shxd
曙后星孤	shxg
势合形离	shxl
松鹤遐龄	shxl
上和下睦	shxm
上好下甚	shxs
身后萧条	shxt
十寒一暴	shyb
神魂摇荡	shyd
思患预防	shyf
四海一家	shyj
豕亥鱼鲁	shyl
松鹤延年	shyn
时亨运泰	shyt
事核言直	shyz
生花之笔	shzb
山海珍错	shzc
设弧之辰	shzc
扇火止沸	shzf
双虎之功	shzg
山河之固	shzg
涉海凿河	shzh
倏忽之间	shzj
狮吼重甲	shzj
事火咒龙	shzl
释回增美	shzm
俟河之清	shzq
擅壑专丘	shzq
山海之味	shzw
山河之险	shzx
事缓则圆	shzy
桑弧之志	shzz
水火之中	shzz
隋侯之珠	shzz
死缠烂打	sild
生机勃勃	sjbb
身价百倍	sjbb
上交不谄	sjbc
三军暴骨	sjbg
深稽博考	sjbk
拾金不昧	sjbm
水洁冰清	sjbq
伤教败俗	sjbs
山积波委	sjbw
数见不鲜	sjbx
舌挢不下	sjbx
商鉴不远	sjby
守节不移	sjby
身经百战	sjbz
山脊雌豹	sjcb
杀鸡扯脖	sjcb
杀鸡哧猴	sjch
神经错乱	sjcl
嗜痂成癖	sjcp
舌剑唇枪	sjcq
舍己从人	sjcr
舍己成人	sjcr
杀鸡炊黍	sjcs
四脚朝天	sjct
伺机待发	sjdf
伤筋动骨	sjdg
失惊倒怪	sjdg
失惊打怪	sjdg
少见多怪	sjdg
说今道古	sjdg
四郊多垒	sjdl
守经达权	sjdq
审己度人	sjdr
觞酒豆肉	sjdr
审几度势	sjds
铄金点玉	sjdy
伺机而动	sjed
水净鹅飞	sjef
水尽鹅飞	sjef
善价而贾	sjej
赏金风暴	sjfb
啬己奉公	sjfg
诗酒风流	sjfl
所嫁非人	sjfr
塞井焚舍	sjfs
事捷功倍	sjgb
手脚干净	sjgj
神焦鬼烂	sjgl
缩颈股栗	sjgl
束教管闻	sjgw
神机鬼械	sjgx
深扃固钥	sjgy
铄金毁骨	sjhg
杀鸡骇猴	sjhh
身寄虎吻	sjhw
鼠迹狐踪	sjhz
深居简出	sjjc
神奸巨蠹	sjjd
虱胫虮肝	sjjg
杀鸡儆猴	sjjh
深奸巨猾	sjjh
神奸巨猾	sjjh
石缄金匮	sjjk
三教九流	sjjl
施衿结褵	sjjl
四角俱全	sjjq
舍己救人	sjjr
生聚教训	sjjx
舍近即远	sjjy
少讲空话	sjkh
说家克计	sjkj
舌尖口快	sjkk
三脚两步	sjlb
三饥两饱	sjlb
缮甲厉兵	sjlb
失精落彩	sjlc
势均力敌	sjld
损己利人	sjlr
蛇颈龙肉	sjlr
三节两寿	sjls
所见略同	sjlt
涉艰履危	sjlw
宋斤鲁削	sjlx
尸居龙见	sjlx
山间林下	sjlx
束肩敛息	sjlx
杀鸡抹脖	sjmb
瘙豜禡厂	sjmc
神机妙策	sjmc
绳锯木断	sjmd
撒娇卖俏	sjmq
神机妙术	sjms
神机妙算	sjms
舍旧谋新	sjmx
神机妙用	sjmy
舍近谋远	sjmy
使酒骂座	sjmz
市井闹热	sjnr
兽聚鸟散	sjns
四季平安	sjpa
诗酒朋侪	sjpc
桑间濮上	sjps
耸肩曲背	sjqb
舌卷齐城	sjqc
杀鸡取蛋	sjqd
适居其反	sjqf
手脚乾净	sjqj
三缄其口	sjqk
手脚轻快	sjqk
杀鸡取卵	sjql
送君千里	sjql
世济其美	sjqm
逝将去汝	sjqr
舍近求远	sjqy
三江七泽	sjqz
四季如春	sjri
山静日长	sjrz
声价十倍	sjsb
耸肩缩背	sjsb
撒娇撒痴	sjsc
豕交兽畜	sjsc
失节事大	sjsd
生寄死归	sjsg
社稷生民	sjsm
诗家三昧	sjsm
杀家纾难	sjsn
水尽山穷	sjsq
所见所闻	sjsw
撒娇使性	sjsx
声叫声应	sjsy
山砠水厓	sjsy
吮疽舐痔	sjsz
丧尽天良	sjtl
舍近图远	sjty
三荆同株	sjtz
三绝韦编	sjwb
手脚无措	sjwc
舍己为公	sjwg
三江五湖	sjwh
山鸡舞镜	sjwj
十浆五馈	sjwk
庶几无愧	sjwk
市井无赖	sjwl
蜀锦吴绫	sjwl
舍己为人	sjwr
折箭为誓	sjws
杀鸡为黍	sjws
虽疾无声	sjws
社稷为墟	sjwx
舍近务远	sjwy
山脊雄豹	sjxb
扫径相迟	sjxc
杀鸡吓猴	sjxh
送君行里	sjxl
食饥息劳	sjxl
身家性命	sjxm
市井小人	sjxr
圣君贤相	sjxx
圣经贤传	sjxz
死记硬背	sjyb
扫径以待	sjyd
使君有妇	sjyf
手疾眼快	sjyk
深见远虑	sjyl
深计远虑	sjyl
尸居余气	sjyq
舍己芸人	sjyr
山鸡映水	sjys
盛极一时	sjys
送旧迎新	sjyx
岁计有余	sjyy
塞井夷灶	sjyz
缮甲治兵	sjzb
市井之臣	sjzc
社稷之臣	sjzc
蜃景之槌	sjzc
三爵之罚	sjzf
丧家之狗	sjzg
损军折将	sjzj
杀尽斩绝	sjzj
松筠之节	sjzj
声迹彰露	sjzl
嗜痂之癖	sjzp
尸鸠之平	sjzp
丧家之犬	sjzq
社稷之器	sjzq
尸鸠之仁	sjzr
市井之徒	sjzt
三九之位	sjzw
绳厥祖武	sjzw
似箭在弦	sjzx
三谏之义	sjzy
山鸡照影	sjzy
桑间之咏	sjzy
桑间之约	sjzy
桑间之音	sjzy
社稷之役	sjzy
舍近治远	sjzy
三径之资	sjzz
山节藻棁	sjzz
声口不凡	skbf
书空咄咄	skdd
撒科打诨	skdh
矢口抵赖	skdl
适可而止	skez
矢口否认	skfr
蛇口蜂针	skfz
十拷九棒	skjb
司空见惯	skjg
矢口狡赖	skjl
舐糠及米	skjm
三窟狡兔	skjt
事宽即圆	skjy
顺口开河	skkh
盛况空前	skkq
三跨两步	sklb
三口两口	sklk
素口骂人	skmr
守口如瓶	skrp
水阔山高	sksg
水枯石烂	sksl
山枯石死	skss
十口相传	skxc
山亏一篑	skyk
孙康映雪	skyx
尚堪一行	skyx
术愧长房	skzf
兽困则噬	skzs
事宽则圆	skzy
事款则圆	skzy
水可载舟	skzz
水陆毕陈	slbc
十郎八当	slbd
森罗宝殿	slbd
收锣罢鼓	slbg
杀戮本能	slbn
师老兵疲	slbp
师老兵破	slbp
生老病死	slbs
丧伦败行	slbx
商旅不行	slbx
诗礼传家	slcj
山溜穿石	slcs
十里长亭	slct
溯流从源	slcy
溯流徂源	slcy
顺理成章	slcz
色厉胆薄	sldb
洒泪而别	sleb
时来福凑	slfc
撒赖放泼	slfp
碎裂废土	slft
赏劳罚罪	slfz
水落归槽	slgc
射利沽名	slgm
松萝共倚	slgy
商旅海岸	slha
说来话长	slhc
山厉河带	slhd
蜃楼海巿	slhf
生龙活虎	slhh
石泐海枯	slhk
石烂海枯	slhk
水流花落	slhl
蜃楼海市	slhs
倏来忽往	slhw
暑来寒往	slhw
